iterations,test-F1-mean,test-F1-std,train-F1-mean,train-F1-std,test-Logloss-mean,test-Logloss-std,train-Logloss-mean,train-Logloss-std
124,0.742551532428347,0.08070208498532892,0.9087120029964464,0.023581999487915964,0.4674131642412707,0.1214591328431121,0.20531786800196272,0.028871255272760712
125,0.7414766667865522,0.08173044041593978,0.9085132456070889,0.021240571226362803,0.46766389059858715,0.12171456848492533,0.20436837773799002,0.028745060246008883
126,0.7446545564948585,0.07859223045397282,0.9087105101842816,0.020913090862658756,0.46874974648583445,0.12165565372430205,0.20342122499765497,0.028771075637788277
127,0.7426122336602128,0.08006020237540211,0.9086884744718334,0.02169345367635291,0.46833261633104045,0.123224419160112,0.20250064740779755,0.028350912112042513
128,0.7448243874095891,0.07801483647543653,0.9095018863202601,0.02249165473824977,0.46806962800467017,0.12476080629158597,0.20128091315886465,0.02838558557855465
129,0.7477801717826964,0.07580503742109448,0.9118573294928896,0.02335727132557097,0.46960315784601325,0.12694154334226268,0.20010510126603523,0.028586279796848153
130,0.7452088580020615,0.07134751411887602,0.9129024940697338,0.023398595911162334,0.4707216657178367,0.12606765814085866,0.19878962597890543,0.02772287374840944
131,0.7412697963135624,0.07100968271969309,0.9144455225421059,0.021810075997581283,0.47134673268386873,0.1265706616053796,0.1970575860754475,0.02756022621625886
132,0.7425457133789533,0.07329501411486711,0.9156349565148367,0.02045155160541655,0.47092033765829366,0.12551610435181107,0.19503374844423785,0.026485396892391416
133,0.7422683120958593,0.07736171713033879,0.9172271109347767,0.020455539664536237,0.47256014946830405,0.12703355415911957,0.19367540325661983,0.02621657241859256
134,0.7422683120958593,0.07736171713033879,0.917901920219434,0.01982627138093757,0.47209546746778364,0.12835655578751348,0.19233083041502858,0.025694405556266918
135,0.7400745186571959,0.07943301865522172,0.9183386674247421,0.018893825649415302,0.47215712569087903,0.12788366847563018,0.19120203612168732,0.026299188032793103
136,0.7419792805619577,0.08132099653358717,0.9187117672059534,0.01865210241006421,0.4725204555562197,0.12891228944753844,0.1901435727869303,0.025472808382655757
137,0.739935064935065,0.08290473318280443,0.9182507467806523,0.01756078506711396,0.47286046262713965,0.13009704291406002,0.18915382776862308,0.025302604525849964
138,0.7421389216843763,0.08058409937377115,0.9194507593109655,0.019092677842044038,0.4731242298088776,0.12986290112216203,0.1882283245856722,0.024956506091307194
139,0.7432215988497306,0.07969797512475192,0.9202391749456176,0.018127311713909713,0.4737671231176722,0.1287907176446873,0.18733907459812882,0.024754959916857645
140,0.7365406375093869,0.07383612172719844,0.9214121774168531,0.0190827943959254,0.4755576451014257,0.12857899772197193,0.1859852659834699,0.02455344789230467
141,0.7354747460365187,0.07475381922173957,0.9226761305237323,0.017076840747563563,0.4757454783452924,0.12836809334138854,0.18490087202988306,0.02469559663371886
142,0.7411897574665416,0.08083984333677278,0.9230740980467399,0.01769251801639321,0.4759273932861082,0.1290198624811376,0.1838800176483151,0.024446135812655256
143,0.7372230658029995,0.07453742604107261,0.9239489429812379,0.018152397846355507,0.4777981211942136,0.12756519429125512,0.182885940753608,0.024346025989158804
144,0.7409929070728408,0.07847735558641947,0.9243610841601864,0.018285412471504166,0.4785123975895235,0.1280609236767149,0.18149318396392547,0.02517884727640386
145,0.7361403886376451,0.07537653167157744,0.9255978615395268,0.019322457038169323,0.47766794433501464,0.12865486811560822,0.1793077564115318,0.026212863629715595
146,0.7328706404154657,0.0784690439077539,0.9264443035921408,0.017665890318644267,0.4800888422707262,0.13170173746906966,0.17837532252881985,0.026104869033887965
147,0.7307676743798199,0.08046723958359493,0.9255549640272548,0.019640017007767557,0.47972885056222836,0.13208598395585985,0.17762808540401123,0.0258972559469871
148,0.7307676743798199,0.08046723958359493,0.9272194681670121,0.017423881384485834,0.47939972461012503,0.1318604564775705,0.17707787859031895,0.025776394804511684
149,0.7297096035136782,0.08137789533403086,0.928264307671685,0.01744473274635757,0.481861648482688,0.13507330834722142,0.1755963686299004,0.025866758483784457
150,0.7316093660433619,0.08333120682047712,0.9278434885904158,0.018043147161536297,0.48165930919798666,0.1347463768878551,0.17474902837511827,0.025666452532368756
151,0.7316093660433619,0.08333120682047712,0.9283279319320688,0.016819031667655394,0.4814872812103004,0.13447737564842402,0.17395829032303808,0.025715939534514665
